Datum;Wotag;Stunde;KFZ_R1;KFZ_R2;KFZ_Gesamt
25.09.2023;1;2;23;21;44
25.09.2023;1;3;17;15;32
25.09.2023;1;4;24;22;46
25.09.2023;1;5;62;57;119
25.09.2023;1;6;154;142;296
25.09.2023;1;7;297;275;572
25.09.2023;1;8;313;288;601
25.09.2023;1;9;228;211;439
25.09.2023;1;10;229;211;440
25.09.2023;1;11;229;211;440
25.09.2023;1;12;250;231;481
25.09.2023;1;13;237;219;456
25.09.2023;1;14;199;184;383
25.09.2023;1;15;275;253;528
25.09.2023;1;16;333;308;641
25.09.2023;1;17;431;398;829
25.09.2023;1;18;329;303;632
25.09.2023;1;19;197;182;379
25.09.2023;1;20;155;144;299
25.09.2023;1;21;103;95;198
25.09.2023;1;22;80;73;153
25.09.2023;1;23;68;62;130
26.09.2023;2;0;62;57;119
26.09.2023;2;1;36;33;69
26.09.2023;2;2;21;20;41
26.09.2023;2;3;17;15;32
26.09.2023;2;4;26;24;50
26.09.2023;2;5;66;61;127
26.09.2023;2;6;174;160;334
26.09.2023;2;7;336;310;646
26.09.2023;2;8;302;278;580
26.09.2023;2;9;232;214;446
26.09.2023;2;10;222;205;427
26.09.2023;2;11;229;211;440
26.09.2023;2;12;251;232;483
26.09.2023;2;13;250;230;480
26.09.2023;2;14;249;229;478
26.09.2023;2;15;271;251;522
26.09.2023;2;16;327;301;628
26.09.2023;2;17;431;397;828
26.09.2023;2;18;326;301;627
26.09.2023;2;19;212;196;408
26.09.2023;2;20;144;133;277
26.09.2023;2;21;106;98;204
26.09.2023;2;22;84;77;161
26.09.2023;2;23;64;60;124
27.09.2023;3;0;63;58;121
27.09.2023;3;1;34;31;65
27.09.2023;3;2;20;19;39
27.09.2023;3;3;18;16;34
27.09.2023;3;4;27;24;51
27.09.2023;3;5;66;60;126
27.09.2023;3;6;165;152;317
27.09.2023;3;7;326;300;626
27.09.2023;3;8;294;271;565
27.09.2023;3;9;216;199;415
27.09.2023;3;10;216;199;415
27.09.2023;3;11;231;214;445
27.09.2023;3;12;283;262;545
27.09.2023;3;13;246;228;474
27.09.2023;3;14;238;220;458
27.09.2023;3;15;275;254;529
27.09.2023;3;16;337;311;648
27.09.2023;3;17;381;352;733
27.09.2023;3;18;286;264;550
27.09.2023;3;19;200;184;384
27.09.2023;3;20;146;135;281
27.09.2023;3;21;94;86;180
27.09.2023;3;22;81;75;156
27.09.2023;3;23;66;61;127
28.09.2023;4;0;62;57;119
28.09.2023;4;1;32;30;62
28.09.2023;4;2;20;19;39
28.09.2023;4;3;18;17;35
28.09.2023;4;4;26;24;50
28.09.2023;4;5;61;56;117
28.09.2023;4;6;166;154;320
28.09.2023;4;7;313;289;602
28.09.2023;4;8;281;260;541
28.09.2023;4;9;221;204;425
28.09.2023;4;10;219;203;422
28.09.2023;4;11;225;208;433
28.09.2023;4;12;237;219;456
28.09.2023;4;13;229;212;441
28.09.2023;4;14;231;214;445
28.09.2023;4;15;245;226;471
28.09.2023;4;16;334;308;642
28.09.2023;4;17;419;386;805
28.09.2023;4;18;320;296;616
28.09.2023;4;19;232;215;447
28.09.2023;4;20;155;144;299
28.09.2023;4;21;112;103;215
28.09.2023;4;22;95;88;183
28.09.2023;4;23;69;64;133
29.09.2023;5;0;63;59;122
29.09.2023;5;1;35;32;67
29.09.2023;5;2;20;19;39
29.09.2023;5;3;17;15;32
29.09.2023;5;4;24;23;47
29.09.2023;5;5;64;59;123
29.09.2023;5;6;162;149;311
29.09.2023;5;7;303;279;582
29.09.2023;5;8;298;276;574
29.09.2023;5;9;228;211;439
29.09.2023;5;10;189;174;363
29.09.2023;5;11;213;197;410
29.09.2023;5;12;237;218;455
29.09.2023;5;13;220;203;423
29.09.2023;5;14;235;216;451
29.09.2023;5;15;275;253;528
29.09.2023;5;16;352;325;677
29.09.2023;5;17;417;384;801
29.09.2023;5;18;330;305;635
29.09.2023;5;19;215;199;414
29.09.2023;5;20;148;136;284
29.09.2023;5;21;110;102;212
29.09.2023;5;22;87;81;168
29.09.2023;5;23;68;63;131
30.09.2023;6;0;57;52;109
30.09.2023;6;1;25;23;48
30.09.2023;6;2;18;16;34
30.09.2023;6;3;14;13;27
30.09.2023;6;4;22;21;43
30.09.2023;6;5;58;53;111
30.09.2023;6;6;132;121;253
30.09.2023;6;7;285;264;549
30.09.2023;6;8;234;216;450
30.09.2023;6;9;184;170;354
30.09.2023;6;10;176;162;338
30.09.2023;6;11;192;178;370
30.09.2023;6;12;197;181;378
30.09.2023;6;13;202;186;388
30.09.2023;6;14;202;186;388
30.09.2023;6;15;243;224;467
30.09.2023;6;16;278;257;535
30.09.2023;6;17;341;314;655
30.09.2023;6;18;266;246;512
30.09.2023;6;19;192;178;370
30.09.2023;6;20;107;98;205
30.09.2023;6;21;85;78;163
30.09.2023;6;22;71;66;137
30.09.2023;6;23;54;49;103
01.10.2023;7;0;40;37;77
01.10.2023;7;1;22;20;42
01.10.2023;7;2;13;12;25
01.10.2023;7;3;11;10;21
01.10.2023;7;4;17;15;32
01.10.2023;7;5;40;37;77
01.10.2023;7;6;106;98;204
01.10.2023;7;7;202;187;389
01.10.2023;7;8;190;176;366
01.10.2023;7;9;136;126;262
01.10.2023;7;10;139;128;267
01.10.2023;7;11;146;135;281
01.10.2023;7;12;173;160;333
01.10.2023;7;13;154;142;296
01.10.2023;7;14;158;146;304
01.10.2023;7;15;167;155;322
01.10.2023;7;16;213;197;410
01.10.2023;7;17;244;226;470
01.10.2023;7;18;197;181;378
01.10.2023;7;19;145;133;278
01.10.2023;7;20;102;94;196
01.10.2023;7;21;64;59;123
01.10.2023;7;22;53;49;102
01.10.2023;7;23;43;40;83
02.10.2023;1;0;64;60;124
02.10.2023;1;1;31;28;59
02.10.2023;1;2;19;18;37
02.10.2023;1;3;17;16;33
02.10.2023;1;4;23;21;44
02.10.2023;1;5;61;57;118
02.10.2023;1;6;168;156;324
02.10.2023;1;7;320;295;615
02.10.2023;1;8;291;268;559
02.10.2023;1;9;226;208;434
02.10.2023;1;10;218;201;419
02.10.2023;1;11;233;215;448
02.10.2023;1;12;243;224;467
02.10.2023;1;13;230;213;443
02.10.2023;1;14;235;216;451
02.10.2023;1;15;295;272;567
02.10.2023;1;16;347;321;668
02.10.2023;1;17;425;393;818
02.10.2023;1;18;304;280;584
02.10.2023;1;19;203;188;391
02.10.2023;1;20;145;133;278
02.10.2023;1;21;103;96;199
02.10.2023;1;22;80;73;153
02.10.2023;1;23;71;66;137
03.10.2023;2;0;66;60;126
03.10.2023;2;1;33;30;63
03.10.2023;2;2;21;20;41
03.10.2023;2;3;17;16;33
03.10.2023;2;4;26;24;50
03.10.2023;2;5;58;54;112
03.10.2023;2;6;166;153;319
03.10.2023;2;7;313;288;601
03.10.2023;2;8;302;278;580
03.10.2023;2;9;223;205;428
03.10.2023;2;10;183;169;352
03.10.2023;2;11;217;201;418
03.10.2023;2;12;250;231;481
03.10.2023;2;13;230;213;443
03.10.2023;2;14;249;230;479
03.10.2023;2;15;280;258;538
03.10.2023;2;16;336;310;646
03.10.2023;2;17;400;370;770
03.10.2023;2;18;331;305;636
03.10.2023;2;19;203;187;390
03.10.2023;2;20;145;134;279
03.10.2023;2;21;99;91;190
03.10.2023;2;22;89;83;172
03.10.2023;2;23;68;63;131
04.10.2023;3;0;60;56;116
04.10.2023;3;1;33;31;64
04.10.2023;3;2;21;20;41
04.10.2023;3;3;17;15;32
04.10.2023;3;4;24;23;47
04.10.2023;3;5;61;56;117
04.10.2023;3;6;170;157;327
04.10.2023;3;7;308;284;592
04.10.2023;3;8;286;264;550
04.10.2023;3;9;215;198;413
04.10.2023;3;10;210;193;403
04.10.2023;3;11;228;210;438
04.10.2023;3;12;246;228;474
04.10.2023;3;13;232;214;446
04.10.2023;3;14;239;220;459
04.10.2023;3;15;281;260;541
04.10.2023;3;16;344;317;661
04.10.2023;3;17;396;366;762
04.10.2023;3;18;305;281;586
04.10.2023;3;19;198;183;381
04.10.2023;3;20;142;131;273
04.10.2023;3;21;105;96;201
04.10.2023;3;22;80;74;154
04.10.2023;3;23;67;62;129
05.10.2023;4;0;60;55;115
05.10.2023;4;1;31;28;59
05.10.2023;4;2;22;20;42
05.10.2023;4;3;16;15;31
05.10.2023;4;4;24;22;46
05.10.2023;4;5;59;55;114
05.10.2023;4;6;171;157;328
05.10.2023;4;7;335;309;644
05.10.2023;4;8;287;264;551
05.10.2023;4;9;227;210;437
05.10.2023;4;10;220;203;423
05.10.2023;4;11;209;193;402
05.10.2023;4;12;276;254;530
05.10.2023;4;13;258;238;496
05.10.2023;4;14;199;183;382
05.10.2023;4;15;270;250;520
05.10.2023;4;16;322;298;620
05.10.2023;4;17;396;365;761
05.10.2023;4;18;307;283;590
05.10.2023;4;19;217;201;418
05.10.2023;4;20;146;134;280
05.10.2023;4;21;100;92;192
05.10.2023;4;22;83;76;159
05.10.2023;4;23;69;63;132
06.10.2023;5;0;59;54;113
06.10.2023;5;1;31;28;59
06.10.2023;5;2;23;21;44
06.10.2023;5;3;16;15;31
06.10.2023;5;4;25;23;48
06.10.2023;5;5;61;57;118
06.10.2023;5;6;172;158;330
06.10.2023;5;7;341;315;656
06.10.2023;5;8;301;278;579
06.10.2023;5;9;212;196;408
06.10.2023;5;10;194;180;374
06.10.2023;5;11;225;208;433
06.10.2023;5;12;248;228;476
06.10.2023;5;13;210;194;404
06.10.2023;5;14;239;221;460
06.10.2023;5;15;257;237;494
06.10.2023;5;16;359;332;691
06.10.2023;5;17;438;404;842
06.10.2023;5;18;309;286;595
06.10.2023;5;19;214;197;411
06.10.2023;5;20;137;127;264
06.10.2023;5;21;108;99;207
06.10.2023;5;22;82;75;157
06.10.2023;5;23;63;59;122
07.10.2023;6;0;53;48;101
07.10.2023;6;1;28;25;53
07.10.2023;6;2;18;16;34
07.10.2023;6;3;15;14;29
07.10.2023;6;4;20;19;39
07.10.2023;6;5;58;53;111
07.10.2023;6;6;133;122;255
07.10.2023;6;7;288;266;554
07.10.2023;6;8;236;218;454
07.10.2023;6;9;196;180;376
07.10.2023;6;10;173;160;333
07.10.2023;6;11;192;177;369
07.10.2023;6;12;222;204;426
07.10.2023;6;13;210;194;404
07.10.2023;6;14;207;191;398
07.10.2023;6;15;226;209;435
07.10.2023;6;16;287;265;552
07.10.2023;6;17;328;302;630
07.10.2023;6;18;253;234;487
07.10.2023;6;19;167;155;322
07.10.2023;6;20;122;112;234
07.10.2023;6;21;90;83;173
07.10.2023;6;22;64;60;124
07.10.2023;6;23;57;52;109
08.10.2023;7;0;44;40;84
08.10.2023;7;1;23;21;44
08.10.2023;7;2;13;12;25
08.10.2023;7;3;10;9;19
08.10.2023;7;4;17;15;32
08.10.2023;7;5;36;33;69
08.10.2023;7;6;115;106;221
08.10.2023;7;7;202;186;388
08.10.2023;7;8;207;192;399
08.10.2023;7;9;137;126;263
08.10.2023;7;10;142;131;273
08.10.2023;7;11;149;137;286
08.10.2023;7;12;160;148;308
08.10.2023;7;13;139;129;268
08.10.2023;7;14;154;142;296
08.10.2023;7;15;183;168;351
08.10.2023;7;16;237;218;455
08.10.2023;7;17;274;253;527
08.10.2023;7;18;198;182;380
08.10.2023;7;19;129;119;248
08.10.2023;7;20;88;82;170
08.10.2023;7;21;73;67;140
08.10.2023;7;22;52;48;100
08.10.2023;7;23;47;43;90
09.10.2023;1;0;64;60;124
09.10.2023;1;1;34;31;65
09.10.2023;1;2;21;19;40
09.10.2023;1;3;17;16;33
09.10.2023;1;4;25;23;48
09.10.2023;1;5;61;57;118
09.10.2023;1;6;173;160;333
09.10.2023;1;7;311;287;598
09.10.2023;1;8;281;259;540
09.10.2023;1;9;237;218;455
09.10.2023;1;10;209;192;401
09.10.2023;1;11;236;217;453
09.10.2023;1;12;245;226;471
09.10.2023;1;13;216;199;415
09.10.2023;1;14;250;230;480
09.10.2023;1;15;293;270;563
09.10.2023;1;16;349;322;671
09.10.2023;1;17;394;363;757
09.10.2023;1;18;309;285;594
09.10.2023;1;19;224;206;430
09.10.2023;1;20;144;132;276
09.10.2023;1;21;101;94;195
09.10.2023;1;22;92;84;176
09.10.2023;1;23;67;61;128
10.10.2023;2;0;68;63;131
10.10.2023;2;1;31;29;60
10.10.2023;2;2;21;20;41
10.10.2023;2;3;18;17;35
10.10.2023;2;4;25;23;48
10.10.2023;2;5;62;57;119
10.10.2023;2;6;158;145;303
10.10.2023;2;7;330;305;635
10.10.2023;2;8;281;260;541
10.10.2023;2;9;229;211;440
10.10.2023;2;10;196;181;377
10.10.2023;2;11;248;228;476
10.10.2023;2;12;265;245;510
10.10.2023;2;13;229;212;441
10.10.2023;2;14;217;200;417
10.10.2023;2;15;293;270;563
10.10.2023;2;16;328;303;631
10.10.2023;2;17;379;350;729
10.10.2023;2;18;286;264;550
10.10.2023;2;19;202;187;389
10.10.2023;2;20;136;125;261
10.10.2023;2;21;101;94;195
10.10.2023;2;22;87;80;167
10.10.2023;2;23;66;60;126
11.10.2023;3;0;64;59;123
11.10.2023;3;1;32;30;62
11.10.2023;3;2;21;19;40
11.10.2023;3;3;18;17;35
11.10.2023;3;4;24;23;47
11.10.2023;3;5;64;59;123
11.10.2023;3;6;154;142;296
11.10.2023;3;7;337;312;649
11.10.2023;3;8;285;264;549
11.10.2023;3;9;242;223;465
11.10.2023;3;10;207;192;399
11.10.2023;3;11;237;219;456
11.10.2023;3;12;259;239;498
11.10.2023;3;13;225;207;432
11.10.2023;3;14;242;224;466
11.10.2023;3;15;262;241;503
11.10.2023;3;16;347;321;668
11.10.2023;3;17;393;363;756
11.10.2023;3;18;319;294;613
11.10.2023;3;19;204;189;393
11.10.2023;3;20;147;135;282
11.10.2023;3;21;99;91;190
11.10.2023;3;22;85;78;163
11.10.2023;3;23;67;62;129
12.10.2023;4;0;61;56;117
12.10.2023;4;1;33;31;64
12.10.2023;4;2;21;19;40
12.10.2023;4;3;16;15;31
12.10.2023;4;4;25;23;48
12.10.2023;4;5;59;55;114
12.10.2023;4;6;187;172;359
12.10.2023;4;7;330;305;635
12.10.2023;4;8;296;274;570
12.10.2023;4;9;243;225;468
12.10.2023;4;10;188;174;362
12.10.2023;4;11;201;185;386
12.10.2023;4;12;246;227;473
12.10.2023;4;13;214;198;412
12.10.2023;4;14;227;210;437
12.10.2023;4;15;275;253;528
12.10.2023;4;16;350;323;673
12.10.2023;4;17;379;349;728
12.10.2023;4;18;320;295;615
12.10.2023;4;19;209;193;402
12.10.2023;4;20;149;137;286
12.10.2023;4;21;102;94;196
12.10.2023;4;22;89;83;172
12.10.2023;4;23;67;61;128
13.10.2023;5;0;68;63;131
13.10.2023;5;1;32;30;62
13.10.2023;5;2;22;20;42
13.10.2023;5;3;17;15;32
13.10.2023;5;4;24;23;47
13.10.2023;5;5;64;60;124
13.10.2023;5;6;165;152;317
13.10.2023;5;7;272;251;523
13.10.2023;5;8;248;228;476
13.10.2023;5;9;244;226;470
13.10.2023;5;10;222;205;427
13.10.2023;5;11;252;232;484
13.10.2023;5;12;251;231;482
13.10.2023;5;13;215;198;413
13.10.2023;5;14;225;208;433
13.10.2023;5;15;272;251;523
13.10.2023;5;16;318;293;611
13.10.2023;5;17;434;401;835
13.10.2023;5;18;348;322;670
13.10.2023;5;19;214;197;411
13.10.2023;5;20;146;135;281
13.10.2023;5;21;98;90;188
13.10.2023;5;22;90;83;173
13.10.2023;5;23;67;62;129
14.10.2023;6;0;53;48;101
14.10.2023;6;1;29;27;56
14.10.2023;6;2;17;16;33
14.10.2023;6;3;15;13;28
14.10.2023;6;4;20;18;38
14.10.2023;6;5;56;52;108
14.10.2023;6;6;141;131;272
14.10.2023;6;7;282;260;542
14.10.2023;6;8;246;227;473
14.10.2023;6;9;194;179;373
14.10.2023;6;10;167;154;321
14.10.2023;6;11;203;187;390
14.10.2023;6;12;204;188;392
14.10.2023;6;13;191;176;367
14.10.2023;6;14;196;180;376
14.10.2023;6;15;232;215;447
14.10.2023;6;16;260;240;500
14.10.2023;6;17;337;311;648
14.10.2023;6;18;277;256;533
14.10.2023;6;19;174;161;335
14.10.2023;6;20;123;113;236
14.10.2023;6;21;89;83;172
14.10.2023;6;22;71;65;136
14.10.2023;6;23;54;50;104
15.10.2023;7;0;41;37;78
15.10.2023;7;1;23;21;44
15.10.2023;7;2;13;12;25
15.10.2023;7;3;11;10;21
15.10.2023;7;4;15;14;29
15.10.2023;7;5;43;39;82
15.10.2023;7;6;108;100;208
15.10.2023;7;7;195;180;375
15.10.2023;7;8;191;176;367
15.10.2023;7;9;140;130;270
15.10.2023;7;10;129;119;248
15.10.2023;7;11;138;128;266
15.10.2023;7;12;154;143;297
15.10.2023;7;13;160;147;307
15.10.2023;7;14;144;133;277
15.10.2023;7;15;180;167;347
15.10.2023;7;16;208;192;400
15.10.2023;7;17;271;250;521
15.10.2023;7;18;193;179;372
15.10.2023;7;19;136;126;262
15.10.2023;7;20;95;88;183
15.10.2023;7;21;76;70;146
15.10.2023;7;22;56;52;108
15.10.2023;7;23;42;39;81
16.10.2023;1;0;65;60;125
16.10.2023;1;1;37;34;71
16.10.2023;1;2;19;18;37
16.10.2023;1;3;16;15;31
16.10.2023;1;4;25;23;48
16.10.2023;1;5;61;57;118
16.10.2023;1;6;164;152;316
16.10.2023;1;7;293;270;563
16.10.2023;1;8;313;289;602
16.10.2023;1;9;214;197;411
16.10.2023;1;10;207;191;398
16.10.2023;1;11;242;223;465
16.10.2023;1;12;250;231;481
16.10.2023;1;13;218;202;420
16.10.2023;1;14;214;198;412
16.10.2023;1;15;268;248;516
16.10.2023;1;16;322;297;619
16.10.2023;1;17;405;374;779
16.10.2023;1;18;292;269;561
16.10.2023;1;19;217;201;418
16.10.2023;1;20;147;136;283
16.10.2023;1;21;106;97;203
16.10.2023;1;22;89;83;172
16.10.2023;1;23;66;60;126
17.10.2023;2;0;60;56;116
17.10.2023;2;1;33;30;63
17.10.2023;2;2;21;19;40
17.10.2023;2;3;17;15;32
17.10.2023;2;4;24;22;46
17.10.2023;2;5;56;52;108
17.10.2023;2;6;162;150;312
17.10.2023;2;7;319;295;614
17.10.2023;2;8;294;272;566
17.10.2023;2;9;244;225;469
17.10.2023;2;10;229;212;441
17.10.2023;2;11;239;220;459
17.10.2023;2;12;268;248;516
17.10.2023;2;13;239;220;459
17.10.2023;2;14;250;230;480
17.10.2023;2;15;297;274;571
17.10.2023;2;16;350;324;674
17.10.2023;2;17;415;384;799
17.10.2023;2;18;310;287;597
17.10.2023;2;19;209;192;401
17.10.2023;2;20;144;133;277
17.10.2023;2;21;108;99;207
17.10.2023;2;22;81;74;155
17.10.2023;2;23;66;61;127
18.10.2023;3;0;55;51;106
18.10.2023;3;1;36;34;70
18.10.2023;3;2;21;19;40
18.10.2023;3;3;17;16;33
18.10.2023;3;4;27;25;52
18.10.2023;3;5;63;59;122
18.10.2023;3;6;179;166;345
18.10.2023;3;7;294;271;565
18.10.2023;3;8;328;302;630
18.10.2023;3;9;242;224;466
18.10.2023;3;10;211;195;406
18.10.2023;3;11;246;228;474
18.10.2023;3;12;236;218;454
18.10.2023;3;13;227;209;436
18.10.2023;3;14;246;228;474
18.10.2023;3;15;246;228;474
18.10.2023;3;16;344;317;661
18.10.2023;3;17;412;380;792
18.10.2023;3;18;344;318;662
18.10.2023;3;19;192;178;370
18.10.2023;3;20;158;146;304
18.10.2023;3;21;101;94;195
18.10.2023;3;22;82;75;157
18.10.2023;3;23;63;58;121
19.10.2023;4;0;59;55;114
19.10.2023;4;1;34;32;66
19.10.2023;4;2;20;18;38
19.10.2023;4;3;17;16;33
19.10.2023;4;4;24;23;47
19.10.2023;4;5;59;54;113
19.10.2023;4;6;163;150;313
19.10.2023;4;7;319;294;613
19.10.2023;4;8;289;266;555
19.10.2023;4;9;230;213;443
19.10.2023;4;10;216;200;416
19.10.2023;4;11;242;224;466
19.10.2023;4;12;247;228;475
19.10.2023;4;13;218;201;419
19.10.2023;4;14;231;213;444
19.10.2023;4;15;278;257;535
19.10.2023;4;16;310;286;596
19.10.2023;4;17;383;354;737
19.10.2023;4;18;302;279;581
19.10.2023;4;19;207;191;398
19.10.2023;4;20;141;130;271
19.10.2023;4;21;108;100;208
19.10.2023;4;22;77;71;148
19.10.2023;4;23;61;57;118
20.10.2023;5;0;62;57;119
20.10.2023;5;1;33;31;64
20.10.2023;5;2;19;18;37
20.10.2023;5;3;16;15;31
20.10.2023;5;4;24;23;47
20.10.2023;5;5;61;57;118
20.10.2023;5;6;168;156;324
20.10.2023;5;7;303;280;583
20.10.2023;5;8;314;290;604
20.10.2023;5;9;236;217;453
20.10.2023;5;10;201;185;386
20.10.2023;5;11;231;213;444
20.10.2023;5;12;252;233;485
20.10.2023;5;13;244;225;469
20.10.2023;5;14;223;206;429
20.10.2023;5;15;282;260;542
20.10.2023;5;16;335;309;644
20.10.2023;5;17;431;398;829
20.10.2023;5;18;334;308;642
20.10.2023;5;19;211;195;406
20.10.2023;5;20;145;133;278
20.10.2023;5;21;107;99;206
20.10.2023;5;22;83;76;159
20.10.2023;5;23;72;67;139
21.10.2023;6;0;54;49;103
21.10.2023;6;1;28;26;54
21.10.2023;6;2;17;16;33
21.10.2023;6;3;14;12;26
21.10.2023;6;4;22;20;42
21.10.2023;6;5;51;47;98
21.10.2023;6;6;150;138;288
21.10.2023;6;7;249;230;479
21.10.2023;6;8;250;231;481
21.10.2023;6;9;206;191;397
21.10.2023;6;10;159;146;305
21.10.2023;6;11;215;199;414
21.10.2023;6;12;209;192;401
21.10.2023;6;13;197;181;378
21.10.2023;6;14;201;185;386
21.10.2023;6;15;239;221;460
21.10.2023;6;16;288;266;554
21.10.2023;6;17;358;331;689
21.10.2023;6;18;274;252;526
21.10.2023;6;19;193;179;372
21.10.2023;6;20;127;118;245
21.10.2023;6;21;98;90;188
21.10.2023;6;22;74;69;143
21.10.2023;6;23;51;48;99
22.10.2023;7;0;46;43;89
22.10.2023;7;1;21;20;41
22.10.2023;7;2;15;13;28
22.10.2023;7;3;11;10;21
22.10.2023;7;4;17;16;33
22.10.2023;7;5;40;36;76
22.10.2023;7;6;112;103;215
22.10.2023;7;7;201;186;387
22.10.2023;7;8;205;190;395
22.10.2023;7;9;153;141;294
22.10.2023;7;10;142;131;273
22.10.2023;7;11;133;123;256
22.10.2023;7;12;162;150;312
22.10.2023;7;13;152;141;293
22.10.2023;7;14;151;140;291
22.10.2023;7;15;185;171;356
22.10.2023;7;16;213;197;410
22.10.2023;7;17;262;241;503
22.10.2023;7;18;216;199;415
22.10.2023;7;19;120;111;231
22.10.2023;7;20;98;90;188
22.10.2023;7;21;67;61;128
22.10.2023;7;22;52;48;100
22.10.2023;7;23;44;41;85
23.10.2023;1;0;67;61;128
23.10.2023;1;1;35;33;68
23.10.2023;1;2;21;19;40
23.10.2023;1;3;18;16;34
23.10.2023;1;4;26;24;50
23.10.2023;1;5;62;58;120
23.10.2023;1;6;161;149;310
23.10.2023;1;7;304;280;584
23.10.2023;1;8;305;281;586
23.10.2023;1;9;229;212;441
23.10.2023;1;10;198;183;381
23.10.2023;1;11;211;194;405
23.10.2023;1;12;261;241;502
23.10.2023;1;13;224;206;430
23.10.2023;1;14;233;216;449
23.10.2023;1;15;289;266;555
23.10.2023;1;16;313;288;601
23.10.2023;1;17;400;370;770
23.10.2023;1;18;311;287;598
23.10.2023;1;19;213;196;409
23.10.2023;1;20;155;144;299
23.10.2023;1;21;98;90;188
23.10.2023;1;22;86;79;165
23.10.2023;1;23;70;65;135
24.10.2023;2;0;62;57;119
24.10.2023;2;1;33;31;64
24.10.2023;2;2;21;20;41
24.10.2023;2;3;17;16;33
24.10.2023;2;4;26;24;50
24.10.2023;2;5;64;60;124
24.10.2023;2;6;159;147;306
24.10.2023;2;7;329;304;633
24.10.2023;2;8;309;286;595
24.10.2023;2;9;232;214;446
24.10.2023;2;10;193;179;372
24.10.2023;2;11;228;211;439
24.10.2023;2;12;253;234;487
24.10.2023;2;13;217;200;417
24.10.2023;2;14;226;208;434
24.10.2023;2;15;253;233;486
24.10.2023;2;16;344;318;662
24.10.2023;2;17;405;373;778
24.10.2023;2;18;288;265;553
24.10.2023;2;19;213;196;409
24.10.2023;2;20;146;135;281
24.10.2023;2;21;107;99;206
24.10.2023;2;22;82;76;158
24.10.2023;2;23;64;59;123
25.10.2023;3;0;60;56;116
25.10.2023;3;1;33;30;63
25.10.2023;3;2;21;19;40
25.10.2023;3;3;17;15;32
25.10.2023;3;4;25;23;48
25.10.2023;3;5;61;57;118
25.10.2023;3;6;164;152;316
25.10.2023;3;7;353;325;678
25.10.2023;3;8;281;260;541
25.10.2023;3;9;224;206;430
25.10.2023;3;10;243;225;468
25.10.2023;3;11;235;216;451
25.10.2023;3;12;233;216;449
25.10.2023;3;13;240;221;461
25.10.2023;3;14;219;203;422
25.10.2023;3;15;284;262;546
25.10.2023;3;16;331;305;636
25.10.2023;3;17;393;362;755
25.10.2023;3;18;339;312;651
25.10.2023;3;19;215;198;413
25.10.2023;3;20;153;142;295
25.10.2023;3;21;107;98;205
25.10.2023;3;22;82;75;157
25.10.2023;3;23;69;64;133
26.10.2023;4;0;67;61;128
26.10.2023;4;1;34;31;65
26.10.2023;4;2;23;21;44
26.10.2023;4;3;18;16;34
26.10.2023;4;4;25;24;49
26.10.2023;4;5;63;59;122
26.10.2023;4;6;168;156;324
26.10.2023;4;7;294;271;565
26.10.2023;4;8;291;269;560
26.10.2023;4;9;232;215;447
26.10.2023;4;10;204;189;393
26.10.2023;4;11;233;216;449
26.10.2023;4;12;251;232;483
26.10.2023;4;13;239;220;459
26.10.2023;4;14;238;219;457
26.10.2023;4;15;274;253;527
26.10.2023;4;16;311;288;599
26.10.2023;4;17;437;404;841
26.10.2023;4;18;311;287;598
26.10.2023;4;19;208;192;400
26.10.2023;4;20;144;132;276
26.10.2023;4;21;102;94;196
26.10.2023;4;22;90;83;173
26.10.2023;4;23;72;66;138
27.10.2023;5;0;64;59;123
27.10.2023;5;1;33;31;64
27.10.2023;5;2;21;20;41
27.10.2023;5;3;17;15;32
27.10.2023;5;4;25;23;48
27.10.2023;5;5;64;59;123
27.10.2023;5;6;163;151;314
27.10.2023;5;7;317;293;610
27.10.2023;5;8;295;273;568
27.10.2023;5;9;237;218;455
27.10.2023;5;10;202;187;389
27.10.2023;5;11;238;220;458
27.10.2023;5;12;239;221;460
27.10.2023;5;13;223;206;429
27.10.2023;5;14;224;206;430
27.10.2023;5;15;257;237;494
27.10.2023;5;16;352;324;676
27.10.2023;5;17;382;352;734
27.10.2023;5;18;303;279;582
27.10.2023;5;19;222;205;427
27.10.2023;5;20;142;131;273
27.10.2023;5;21;103;96;199
27.10.2023;5;22;80;73;153
27.10.2023;5;23;70;64;134
28.10.2023;6;0;56;51;107
28.10.2023;6;1;30;27;57
28.10.2023;6;2;18;17;35
28.10.2023;6;3;14;13;27
28.10.2023;6;4;21;19;40
28.10.2023;6;5;51;47;98
28.10.2023;6;6;151;140;291
28.10.2023;6;7;277;255;532
28.10.2023;6;8;240;222;462
28.10.2023;6;9;196;180;376
28.10.2023;6;10;175;161;336
28.10.2023;6;11;185;170;355
28.10.2023;6;12;215;199;414
28.10.2023;6;13;191;177;368
28.10.2023;6;14;186;172;358
28.10.2023;6;15;214;197;411
28.10.2023;6;16;262;242;504
28.10.2023;6;17;335;309;644
28.10.2023;6;18;265;245;510
28.10.2023;6;19;170;157;327
28.10.2023;6;20;128;119;247
28.10.2023;6;21;88;82;170
28.10.2023;6;22;73;68;141
28.10.2023;6;23;56;52;108
29.10.2023;7;0;39;36;75
29.10.2023;7;1;22;20;42
29.10.2023;7;2;12;12;24
29.10.2023;7;3;11;10;21
29.10.2023;7;4;16;14;30
29.10.2023;7;5;43;39;82
29.10.2023;7;6;107;98;205
